;UKX Index;;HSBA LN Equity;;BP/ LN Equity;;BATS LN Equity;;GSK LN Equity;;AZN LN Equity;;DGE LN Equity;;VOD LN Equity;;RIO LN Equity;;ULVR LN Equity;;PRU LN Equity;;LLOY LN Equity;;1986986D LN Equity;;RKT LN Equity;;SHP LN Equity;;BARC LN Equity;;NG/ LN Equity;;IMB LN Equity;;CPG LN Equity;;TSCO LN Equity;;BA/ LN Equity;;AV/ LN Equity;;STAN LN Equity;;AAL LN Equity;;REL LN Equity;;BT/A LN Equity;;LGEN LN Equity;;WPP LN Equity;;2462936D LN Equity;;SSE LN Equity;;SKY LN Equity;;RR/ LN Equity;;SN/ LN Equity;;OML LN Equity;;IAG LN Equity;;ABF LN Equity;;III LN Equity;;NWG LN Equity;;CCL LN Equity;;CNA LN Equity;;NXT LN Equity;;SGE LN Equity;;SMIN LN Equity;;PSON LN Equity;;RSA LN Equity;;BLND LN Equity;;LAND LN Equity;;KGF LN Equity;;RTO LN Equity;;UU/ LN Equity;;MRW LN Equity;;SBRY LN Equity;;SVT LN Equity;;MKS LN Equity;;SDR LN Equity
25/01/2012;5723,00;25/01/2012;537,00;25/01/2012;474,55;25/01/2012;2939,00;25/01/2012;1442,53;25/01/2012;3035,00;25/01/2012;1418,00;25/01/2012;217,47;25/01/2012;3711,50;25/01/2012;2050,00;25/01/2012;602,09;25/01/2012;30,93;25/01/2012;1985,60;25/01/2012;3288,95;25/01/2012;2113,00;25/01/2012;200,68;25/01/2012;626,59;25/01/2012;2263,00;25/01/2012;661,90;25/01/2012;408,94;25/01/2012;314,60;25/01/2012;466,32;25/01/2012;1478,14;25/01/2012;2642,16;25/01/2012;536,00;25/01/2012;207,40;25/01/2012;117,20;25/01/2012;749,00;25/01/2012;2491,60;25/01/2012;1224,00;25/01/2012;672,50;25/01/2012;253,60;25/01/2012;605,50;25/01/2012;133,14;26/01/2012;119,34;25/01/2012;1160,00;25/01/2012;185,00;25/01/2012;288,08;25/01/2012;1943,00;25/01/2012;288,50;25/01/2012;2589,00;25/01/2012;321,06;25/01/2012;978,00;25/01/2012;1180,00;25/01/2012;477,58;25/01/2012;491,90;25/01/2012;732,80;25/01/2012;258,40;25/01/2012;74,55;25/01/2012;601,00;25/01/2012;295,70;25/01/2012;289,70;25/01/2012;1520,00;25/01/2012;315,05;25/01/2012;250,24
26/01/2012;5795,20;26/01/2012;539,50;26/01/2012;476,75;26/01/2012;2971,50;26/01/2012;1457,70;26/01/2012;3052,50;26/01/2012;1421,50;26/01/2012;216,79;26/01/2012;3893,00;26/01/2012;2075,00;26/01/2012;613,20;26/01/2012;32,83;26/01/2012;2051,35;26/01/2012;3322,19;26/01/2012;2148,00;26/01/2012;205,86;26/01/2012;626,08;26/01/2012;2253,00;26/01/2012;661,34;26/01/2012;409,13;26/01/2012;314,80;26/01/2012;472,50;26/01/2012;1522,88;26/01/2012;2724,27;26/01/2012;539,00;26/01/2012;207,80;26/01/2012;118,20;26/01/2012;753,00;26/01/2012;2593,09;26/01/2012;1220,00;26/01/2012;671,50;26/01/2012;257,89;26/01/2012;612,50;26/01/2012;137,01;27/01/2012;118,41;26/01/2012;1166,00;26/01/2012;184,60;26/01/2012;297,99;26/01/2012;1901,00;26/01/2012;291,90;26/01/2012;2594,00;26/01/2012;316,85;26/01/2012;980,00;26/01/2012;1177,00;26/01/2012;480,25;26/01/2012;498,80;26/01/2012;741,33;26/01/2012;260,50;26/01/2012;74,85;26/01/2012;605,00;26/01/2012;292,10;26/01/2012;289,20;26/01/2012;1547,00;26/01/2012;318,01;26/01/2012;259,76
27/01/2012;5733,50;27/01/2012;541,10;27/01/2012;464,55;27/01/2012;2954,00;27/01/2012;1436,96;27/01/2012;3036,00;27/01/2012;1411,50;27/01/2012;214,61;27/01/2012;3810,00;27/01/2012;2068,00;27/01/2012;611,49;27/01/2012;32,43;27/01/2012;2028,50;27/01/2012;3302,64;27/01/2012;2133,00;27/01/2012;205,86;27/01/2012;617,98;27/01/2012;2289,00;27/01/2012;654,16;27/01/2012;406,28;27/01/2012;315,60;27/01/2012;468,55;27/01/2012;1511,46;27/01/2012;2685,95;27/01/2012;534,50;27/01/2012;203,50;27/01/2012;117,00;27/01/2012;749,00;27/01/2012;2530,37;27/01/2012;1210,00;27/01/2012;677,00;27/01/2012;253,43;27/01/2012;612,50;27/01/2012;137,11;30/01/2012;117,94;27/01/2012;1173,00;27/01/2012;185,50;27/01/2012;298,74;27/01/2012;1920,00;27/01/2012;292,20;27/01/2012;2639,00;27/01/2012;309,80;27/01/2012;973,00;27/01/2012;1170,00;27/01/2012;474,48;27/01/2012;498,20;27/01/2012;739,73;27/01/2012;255,80;27/01/2012;75,00;27/01/2012;601,50;27/01/2012;292,60;27/01/2012;288,60;27/01/2012;1530,00;27/01/2012;317,53;27/01/2012;258,57
30/01/2012;5671,10;30/01/2012;527,50;30/01/2012;458,45;30/01/2012;2962,50;30/01/2012;1444,04;30/01/2012;3055,00;30/01/2012;1418,00;30/01/2012;214,05;30/01/2012;3798,50;30/01/2012;2067,00;30/01/2012;594,40;30/01/2012;31,09;30/01/2012;2006,11;30/01/2012;3288,95;30/01/2012;2114,00;30/01/2012;197,27;30/01/2012;621,02;30/01/2012;2270,00;30/01/2012;651,40;30/01/2012;405,33;30/01/2012;310,80;30/01/2012;450,92;30/01/2012;1468,62;30/01/2012;2622,75;30/01/2012;523,00;30/01/2012;202,50;30/01/2012;114,00;30/01/2012;737,50;30/01/2012;2514,41;30/01/2012;1209,00;30/01/2012;665,50;30/01/2012;251,54;30/01/2012;612,50;30/01/2012;134,80;31/01/2012;117,48;30/01/2012;1160,00;30/01/2012;181,00;30/01/2012;288,19;30/01/2012;1910,00;30/01/2012;291,50;30/01/2012;2625,00;30/01/2012;305,38;30/01/2012;952,00;30/01/2012;1155,00;30/01/2012;467,38;30/01/2012;489,60;30/01/2012;726,93;30/01/2012;251,80;30/01/2012;73,75;30/01/2012;601,50;30/01/2012;288,80;30/01/2012;289,30;30/01/2012;1526,00;30/01/2012;309,02;30/01/2012;249,90
31/01/2012;5681,60;31/01/2012;529,70;31/01/2012;470,85;31/01/2012;2917,00;31/01/2012;1426,34;31/01/2012;3054,50;31/01/2012;1402,00;31/01/2012;212,80;31/01/2012;3805,00;31/01/2012;2046,00;31/01/2012;598,67;31/01/2012;30,62;31/01/2012;1980,00;31/01/2012;3299,71;31/01/2012;2106,00;31/01/2012;196,34;31/01/2012;639,75;31/01/2012;2270,00;31/01/2012;650,85;31/01/2012;404,83;31/01/2012;307,80;31/01/2012;459,74;31/01/2012;1460,06;31/01/2012;2611,80;31/01/2012;525,00;31/01/2012;203,50;31/01/2012;115,40;31/01/2012;745,50;31/01/2012;2505,28;31/01/2012;1223,00;31/01/2012;690,00;31/01/2012;252,40;31/01/2012;615,00;31/01/2012;134,71;01/02/2012;121,66;31/01/2012;1153,00;31/01/2012;184,60;31/01/2012;286,68;31/01/2012;1890,00;31/01/2012;293,40;31/01/2012;2619,00;31/01/2012;308,33;31/01/2012;960,00;31/01/2012;1173,00;31/01/2012;470,48;31/01/2012;488,60;31/01/2012;719,47;31/01/2012;255,70;31/01/2012;75,05;31/01/2012;602,00;31/01/2012;286,00;31/01/2012;288,40;31/01/2012;1525,00;31/01/2012;312,56;31/01/2012;246,50
01/02/2012;5790,70;01/02/2012;541,90;01/02/2012;483,00;01/02/2012;2996,50;01/02/2012;1441,01;01/02/2012;3089,50;01/02/2012;1432,00;01/02/2012;212,49;01/02/2012;3912,00;01/02/2012;2085,00;01/02/2012;614,48;01/02/2012;32,20;01/02/2012;2028,03;01/02/2012;3353,46;01/02/2012;2106,00;01/02/2012;207,01;01/02/2012;641,77;01/02/2012;2303,00;01/02/2012;664,11;01/02/2012;407,17;01/02/2012;313,30;01/02/2012;469,74;01/02/2012;1489,56;01/02/2012;2720,29;01/02/2012;532,00;01/02/2012;206,50;01/02/2012;117,70;01/02/2012;760,50;01/02/2012;2560,02;01/02/2012;1234,00;01/02/2012;682,00;01/02/2012;264,41;01/02/2012;612,50;01/02/2012;139,69;02/02/2012;122,19;01/02/2012;1175,00;01/02/2012;193,60;01/02/2012;298,74;01/02/2012;1906,00;01/02/2012;297,20;01/02/2012;2682,00;01/02/2012;312,01;01/02/2012;960,00;01/02/2012;1186,00;01/02/2012;481,58;01/02/2012;496,30;01/02/2012;724,27;01/02/2012;266,40;01/02/2012;75,05;01/02/2012;609,00;01/02/2012;286,10;01/02/2012;294,00;01/02/2012;1557,00;01/02/2012;318,11;01/02/2012;267,92
02/02/2012;5796,10;02/02/2012;545,70;02/02/2012;477,90;02/02/2012;2988,00;02/02/2012;1412,18;02/02/2012;2984,00;02/02/2012;1429,50;02/02/2012;212,80;02/02/2012;3980,50;02/02/2012;1994,00;02/02/2012;614,48;02/02/2012;32,73;02/02/2012;2047,15;02/02/2012;3321,21;02/02/2012;2082,00;02/02/2012;210,52;02/02/2012;632,66;02/02/2012;2308,00;02/02/2012;669,08;02/02/2012;404,07;02/02/2012;311,10;02/02/2012;478,42;02/02/2012;1502,89;02/02/2012;2817,34;02/02/2012;528,50;02/02/2012;205,90;02/02/2012;119,00;02/02/2012;764,50;02/02/2012;2560,02;02/02/2012;1222,00;02/02/2012;686,00;02/02/2012;263,55;02/02/2012;640,00;02/02/2012;139,78;03/02/2012;125,77;02/02/2012;1164,00;02/02/2012;194,60;02/02/2012;305,85;02/02/2012;1928,00;02/02/2012;295,60;02/02/2012;2696,00;02/02/2012;311,17;02/02/2012;960,00;02/02/2012;1196,00;02/02/2012;486,90;02/02/2012;495,20;02/02/2012;720,53;02/02/2012;267,30;02/02/2012;76,80;02/02/2012;594,50;02/02/2012;286,00;02/02/2012;288,70;02/02/2012;1501,00;02/02/2012;319,06;02/02/2012;269,96
03/02/2012;5901,10;03/02/2012;559,50;03/02/2012;484,50;03/02/2012;3043,00;03/02/2012;1432,41;03/02/2012;3010,00;03/02/2012;1461,00;03/02/2012;218,16;03/02/2012;3988,00;03/02/2012;2029,00;03/02/2012;625,60;03/02/2012;34,39;03/02/2012;2057,88;03/02/2012;3408,20;03/02/2012;2110,00;03/02/2012;219,34;03/02/2012;649,36;03/02/2012;2389,00;03/02/2012;690,07;03/02/2012;413,76;03/02/2012;319,10;03/02/2012;496,05;03/02/2012;1526,68;03/02/2012;2896,47;03/02/2012;529,50;03/02/2012;214,00;03/02/2012;121,40;03/02/2012;779,00;03/02/2012;2621,60;03/02/2012;1252,00;03/02/2012;699,50;03/02/2012;269,39;03/02/2012;640,00;03/02/2012;145,60;06/02/2012;123,58;03/02/2012;1182,00;03/02/2012;205,20;03/02/2012;308,97;03/02/2012;1991,00;03/02/2012;300,90;03/02/2012;2771,00;03/02/2012;319,27;03/02/2012;1017,00;03/02/2012;1205,00;03/02/2012;500,22;03/02/2012;503,00;03/02/2012;733,33;03/02/2012;272,90;03/02/2012;78,40;03/02/2012;609,00;03/02/2012;295,20;03/02/2012;295,10;03/02/2012;1534,00;03/02/2012;326,24;03/02/2012;276,93
06/02/2012;5892,20;06/02/2012;557,50;06/02/2012;489,55;06/02/2012;3069,00;06/02/2012;1435,95;06/02/2012;2997,00;06/02/2012;1474,00;06/02/2012;221,58;06/02/2012;3946,00;06/02/2012;2021,00;06/02/2012;621,75;06/02/2012;35,30;06/02/2012;2051,81;06/02/2012;3333,92;06/02/2012;2129,00;06/02/2012;213,76;06/02/2012;644,81;06/02/2012;2408,00;06/02/2012;695,05;06/02/2012;411,41;06/02/2012;317,90;06/02/2012;492,37;06/02/2012;1511,93;06/02/2012;2873,58;06/02/2012;528,00;06/02/2012;216,00;06/02/2012;120,50;06/02/2012;776,00;06/02/2012;2609,05;06/02/2012;1247,00;06/02/2012;689,00;06/02/2012;269,56;06/02/2012;642,50;06/02/2012;142,74;07/02/2012;122,06;06/02/2012;1175,00;06/02/2012;204,20;06/02/2012;310,05;06/02/2012;1992,00;06/02/2012;300,40;06/02/2012;2768,00;06/02/2012;318,95;06/02/2012;1000,00;06/02/2012;1206,00;06/02/2012;497,11;06/02/2012;505,50;06/02/2012;733,33;06/02/2012;271,90;06/02/2012;77,25;06/02/2012;601,00;06/02/2012;295,00;06/02/2012;295,10;06/02/2012;1514,00;06/02/2012;330,73;06/02/2012;273,53
07/02/2012;5890,30;07/02/2012;562,00;07/02/2012;486,50;07/02/2012;3092,50;07/02/2012;1422,29;07/02/2012;3000,00;07/02/2012;1474,00;07/02/2012;217,97;07/02/2012;3869,50;07/02/2012;2042,00;07/02/2012;622,60;07/02/2012;35,27;07/02/2012;2033,16;07/02/2012;3305,57;07/02/2012;2179,00;07/02/2012;218,74;07/02/2012;651,90;07/02/2012;2428,00;07/02/2012;696,70;07/02/2012;417,43;07/02/2012;317,80;07/02/2012;492,90;07/02/2012;1514,31;07/02/2012;2859,64;07/02/2012;531,00;07/02/2012;215,10;07/02/2012;120,60;07/02/2012;789,00;07/02/2012;2558,88;07/02/2012;1258,00;07/02/2012;699,50;07/02/2012;269,90;07/02/2012;639,50;07/02/2012;142,64;08/02/2012;121,33;07/02/2012;1181,00;07/02/2012;201,10;07/02/2012;311,02;07/02/2012;1999,00;07/02/2012;302,70;07/02/2012;2755,00;07/02/2012;319,58;07/02/2012;997,00;07/02/2012;1201,00;07/02/2012;500,22;07/02/2012;505,00;07/02/2012;725,33;07/02/2012;271,00;07/02/2012;77,40;07/02/2012;606,00;07/02/2012;293,00;07/02/2012;294,40;07/02/2012;1522,00;07/02/2012;331,21;07/02/2012;272,85
08/02/2012;5875,90;08/02/2012;565,50;08/02/2012;489,75;08/02/2012;3082,50;08/02/2012;1408,64;08/02/2012;3010,00;08/02/2012;1461,50;08/02/2012;216,29;08/02/2012;3873,50;08/02/2012;2029,00;08/02/2012;622,18;08/02/2012;35,79;08/02/2012;1986,53;08/02/2012;3400,38;08/02/2012;2174,00;08/02/2012;215,79;08/02/2012;654,93;08/02/2012;2410,00;08/02/2012;690,63;08/02/2012;417,24;08/02/2012;314,10;08/02/2012;488,03;08/02/2012;1520,02;08/02/2012;2848,69;08/02/2012;526,50;08/02/2012;212,70;08/02/2012;120,50;08/02/2012;786,50;08/02/2012;2544,05;08/02/2012;1250,00;08/02/2012;692,00;08/02/2012;269,39;08/02/2012;638,00;08/02/2012;145,04;09/02/2012;119,47;08/02/2012;1179,00;08/02/2012;199,60;08/02/2012;310,59;08/02/2012;1980,00;08/02/2012;294,50;08/02/2012;2722,00;08/02/2012;310,96;08/02/2012;1015,00;08/02/2012;1183,00;08/02/2012;499,78;08/02/2012;508,00;08/02/2012;725,87;08/02/2012;268,70;08/02/2012;76,40;08/02/2012;601,00;08/02/2012;291,60;08/02/2012;294,50;08/02/2012;1518,00;08/02/2012;330,54;08/02/2012;273,70
09/02/2012;5895,50;09/02/2012;568,00;09/02/2012;493,40;09/02/2012;3096,50;09/02/2012;1425,33;09/02/2012;2997,50;09/02/2012;1468,00;09/02/2012;217,41;09/02/2012;3815,00;09/02/2012;2049,00;09/02/2012;620,04;09/02/2012;35,59;09/02/2012;1972,54;09/02/2012;3433,61;09/02/2012;2180,00;09/02/2012;215,33;09/02/2012;647,85;09/02/2012;2430,00;09/02/2012;696,70;09/02/2012;411,03;09/02/2012;318,90;09/02/2012;486,84;09/02/2012;1531,44;09/02/2012;2846,70;09/02/2012;532,00;09/02/2012;213,50;09/02/2012;120,80;09/02/2012;780,00;09/02/2012;2589,67;09/02/2012;1255,00;09/02/2012;701,00;09/02/2012;264,24;09/02/2012;632,50;09/02/2012;145,78;10/02/2012;117,88;09/02/2012;1185,00;09/02/2012;201,50;09/02/2012;310,26;09/02/2012;1977,00;09/02/2012;291,50;09/02/2012;2719,00;09/02/2012;314,01;09/02/2012;1032,00;09/02/2012;1202,00;09/02/2012;497,11;09/02/2012;497,00;09/02/2012;727,47;09/02/2012;270,40;09/02/2012;76,95;09/02/2012;597,00;09/02/2012;290,60;09/02/2012;292,20;09/02/2012;1520,00;09/02/2012;335,13;09/02/2012;280,50
10/02/2012;5852,40;10/02/2012;557,60;10/02/2012;490,30;10/02/2012;3109,00;10/02/2012;1427,35;10/02/2012;2979,00;10/02/2012;1483,50;10/02/2012;215,11;10/02/2012;3772,00;10/02/2012;2051,00;10/02/2012;610,21;10/02/2012;34,49;10/02/2012;1918,91;10/02/2012;3460,98;10/02/2012;2214,00;10/02/2012;216,20;10/02/2012;640,25;10/02/2012;2439,00;10/02/2012;698,36;10/02/2012;406,16;10/02/2012;317,80;10/02/2012;475,40;10/02/2012;1510,50;10/02/2012;2733,73;10/02/2012;530,50;10/02/2012;214,00;10/02/2012;118,60;10/02/2012;778,50;10/02/2012;2607,91;10/02/2012;1261,00;10/02/2012;694,00;10/02/2012;265,10;10/02/2012;634,50;10/02/2012;143,10;13/02/2012;116,22;10/02/2012;1192,00;10/02/2012;196,80;10/02/2012;300,57;10/02/2012;1962,00;10/02/2012;288,50;10/02/2012;2733,00;10/02/2012;314,11;10/02/2012;1050,00;10/02/2012;1188,00;10/02/2012;489,12;10/02/2012;491,80;10/02/2012;723,73;10/02/2012;271,40;10/02/2012;75,50;10/02/2012;596,50;10/02/2012;290,70;10/02/2012;290,40;10/02/2012;1519,00;10/02/2012;334,94;10/02/2012;271,32
13/02/2012;5905,70;13/02/2012;564,40;13/02/2012;496,00;13/02/2012;3129,50;13/02/2012;1449,61;13/02/2012;3012,50;13/02/2012;1503,00;13/02/2012;217,29;13/02/2012;3845,50;13/02/2012;2075,00;13/02/2012;612,35;13/02/2012;35,30;13/02/2012;1942,23;13/02/2012;3454,14;13/02/2012;2246,00;13/02/2012;218,88;13/02/2012;646,83;13/02/2012;2454,00;13/02/2012;701,68;13/02/2012;404,57;13/02/2012;320,00;13/02/2012;484,21;13/02/2012;1534,77;13/02/2012;2803,90;13/02/2012;534,00;13/02/2012;215,70;13/02/2012;119,30;13/02/2012;793,50;13/02/2012;2643,26;13/02/2012;1260,00;13/02/2012;700,00;13/02/2012;267,50;13/02/2012;635,50;13/02/2012;146,06;14/02/2012;114,36;13/02/2012;1199,00;13/02/2012;199,50;13/02/2012;302,62;13/02/2012;1913,00;13/02/2012;291,50;13/02/2012;2741,00;13/02/2012;314,53;13/02/2012;1050,00;13/02/2012;1197,00;13/02/2012;498,00;13/02/2012;495,20;13/02/2012;736,00;13/02/2012;272,00;13/02/2012;76,80;13/02/2012;597,50;13/02/2012;291,00;13/02/2012;291,10;13/02/2012;1526,00;13/02/2012;333,60;13/02/2012;272,34
14/02/2012;5899,90;14/02/2012;561,50;14/02/2012;494,80;14/02/2012;3147,00;14/02/2012;1456,69;14/02/2012;3017,50;14/02/2012;1509,50;14/02/2012;216,66;14/02/2012;3727,50;14/02/2012;2080,00;14/02/2012;613,63;14/02/2012;34,29;14/02/2012;1932,43;14/02/2012;3456,09;14/02/2012;2267,00;14/02/2012;216,99;14/02/2012;649,36;14/02/2012;2473,00;14/02/2012;701,12;14/02/2012;397,92;14/02/2012;329,40;14/02/2012;475,79;14/02/2012;1509,08;14/02/2012;2759,11;14/02/2012;536,50;14/02/2012;214,70;14/02/2012;119,30;14/02/2012;799,00;14/02/2012;2645,54;14/02/2012;1281,00;14/02/2012;698,50;14/02/2012;267,50;14/02/2012;635,00;14/02/2012;145,41;15/02/2012;114,83;14/02/2012;1210,00;14/02/2012;192,70;14/02/2012;287,00;14/02/2012;1914,00;14/02/2012;292,00;14/02/2012;2757,00;14/02/2012;315,27;14/02/2012;1053,00;14/02/2012;1206,00;14/02/2012;494,45;14/02/2012;489,90;14/02/2012;731,73;14/02/2012;271,00;14/02/2012;75,65;14/02/2012;605,00;14/02/2012;291,30;14/02/2012;289,90;14/02/2012;1541,00;14/02/2012;329,39;14/02/2012;266,56
15/02/2012;5892,20;15/02/2012;575,90;15/02/2012;487,40;15/02/2012;3145,00;15/02/2012;1437,47;15/02/2012;2898,00;15/02/2012;1506,50;15/02/2012;216,23;15/02/2012;3683,00;15/02/2012;2055,00;15/02/2012;614,91;15/02/2012;33,93;15/02/2012;1915,65;15/02/2012;3486,39;15/02/2012;2293,00;15/02/2012;223,22;15/02/2012;647,85;15/02/2012;2449,00;15/02/2012;706,10;15/02/2012;402,80;15/02/2012;333,00;15/02/2012;477,63;15/02/2012;1542,39;15/02/2012;2677,49;15/02/2012;534,00;15/02/2012;213,50;15/02/2012;119,40;15/02/2012;809,00;15/02/2012;2647,82;15/02/2012;1276,00;15/02/2012;690,50;15/02/2012;270,42;15/02/2012;635,00;15/02/2012;146,70;16/02/2012;113,44;15/02/2012;1218,00;15/02/2012;196,80;15/02/2012;290,66;15/02/2012;1920,00;15/02/2012;292,10;15/02/2012;2764,00;15/02/2012;320,95;15/02/2012;1054,00;15/02/2012;1210,00;15/02/2012;499,78;15/02/2012;484,20;15/02/2012;733,33;15/02/2012;278,90;15/02/2012;75,25;15/02/2012;605,00;15/02/2012;292,30;15/02/2012;290,10;15/02/2012;1535,00;15/02/2012;330,92;15/02/2012;262,82
16/02/2012;5885,40;16/02/2012;573,60;16/02/2012;487,55;16/02/2012;3148,00;16/02/2012;1438,99;16/02/2012;2856,00;16/02/2012;1500,00;16/02/2012;216,60;16/02/2012;3633,50;16/02/2012;2070,00;16/02/2012;613,63;16/02/2012;34,39;16/02/2012;1902,12;16/02/2012;3515,71;16/02/2012;2300,00;16/02/2012;226,23;16/02/2012;654,93;16/02/2012;2492,00;16/02/2012;704,44;16/02/2012;405,71;16/02/2012;325,20;16/02/2012;478,95;16/02/2012;1545,24;16/02/2012;2631,71;16/02/2012;549,50;16/02/2012;212,40;16/02/2012;120,30;16/02/2012;811,00;16/02/2012;2685,45;16/02/2012;1286,00;16/02/2012;689,50;16/02/2012;271,10;16/02/2012;635,00;16/02/2012;145,50;17/02/2012;113,83;16/02/2012;1228,00;16/02/2012;195,60;16/02/2012;288,08;16/02/2012;1927,00;16/02/2012;292,60;16/02/2012;2779,00;16/02/2012;321,27;16/02/2012;1056,00;16/02/2012;1221,00;16/02/2012;494,45;16/02/2012;479,10;16/02/2012;731,20;16/02/2012;278,00;16/02/2012;75,70;16/02/2012;606,00;16/02/2012;295,70;16/02/2012;296,00;16/02/2012;1540,00;16/02/2012;332,74;16/02/2012;263,84
17/02/2012;5905,10;17/02/2012;577,70;17/02/2012;488,95;17/02/2012;3115,00;17/02/2012;1430,39;17/02/2012;2852,50;17/02/2012;1498,50;17/02/2012;217,53;17/02/2012;3622,00;17/02/2012;2063,00;17/02/2012;616,19;17/02/2012;35,46;17/02/2012;1886,74;17/02/2012;3511,80;17/02/2012;2278,00;17/02/2012;229,41;17/02/2012;652,91;17/02/2012;2519,00;17/02/2012;708,31;17/02/2012;402,67;17/02/2012;324,40;17/02/2012;486,84;17/02/2012;1557,14;17/02/2012;2661,57;17/02/2012;560,00;17/02/2012;214,70;17/02/2012;121,70;17/02/2012;811,00;17/02/2012;2744,75;17/02/2012;1295,00;17/02/2012;686,00;17/02/2012;273,85;17/02/2012;633,00;17/02/2012;147,26;20/02/2012;114,96;17/02/2012;1226,00;17/02/2012;196,00;17/02/2012;297,23;17/02/2012;1939,00;17/02/2012;293,90;17/02/2012;2784,00;17/02/2012;323,26;17/02/2012;1055,00;17/02/2012;1224,00;17/02/2012;504,21;17/02/2012;480,60;17/02/2012;730,13;17/02/2012;280,20;17/02/2012;76,95;17/02/2012;608,50;17/02/2012;297,30;17/02/2012;301,50;17/02/2012;1551,00;17/02/2012;337,23;17/02/2012;265,03
20/02/2012;5945,30;20/02/2012;581,70;20/02/2012;499,25;20/02/2012;3113,50;20/02/2012;1423,31;20/02/2012;2843,50;20/02/2012;1498,00;20/02/2012;218,53;20/02/2012;3706,00;20/02/2012;2069,00;20/02/2012;618,76;20/02/2012;36,35;20/02/2012;1937,56;20/02/2012;3501,05;20/02/2012;2252,00;20/02/2012;231,77;20/02/2012;652,40;20/02/2012;2500,00;20/02/2012;704,44;20/02/2012;407,30;20/02/2012;325,40;20/02/2012;503,42;20/02/2012;1564,76;20/02/2012;2677,49;20/02/2012;557,50;20/02/2012;215,60;20/02/2012;122,90;20/02/2012;816,50;20/02/2012;2810,89;20/02/2012;1294,00;20/02/2012;688,00;20/02/2012;272,13;20/02/2012;630,50;20/02/2012;147,07;21/02/2012;112,64;20/02/2012;1219,00;20/02/2012;198,30;20/02/2012;306,71;20/02/2012;1981,00;20/02/2012;297,50;20/02/2012;2780,00;20/02/2012;324,21;20/02/2012;1060,00;20/02/2012;1226,00;20/02/2012;508,21;20/02/2012;483,90;20/02/2012;737,60;20/02/2012;280,50;20/02/2012;80,50;20/02/2012;604,50;20/02/2012;297,30;20/02/2012;304,20;20/02/2012;1540,00;20/02/2012;341,63;20/02/2012;271,15
21/02/2012;5928,20;21/02/2012;579,50;21/02/2012;497,70;21/02/2012;3114,00;21/02/2012;1429,38;21/02/2012;2841,50;21/02/2012;1483,50;21/02/2012;219,03;21/02/2012;3699,50;21/02/2012;2076,00;21/02/2012;611,49;21/02/2012;35,75;21/02/2012;1939,90;21/02/2012;3497,14;21/02/2012;2225,00;21/02/2012;228,86;21/02/2012;651,39;21/02/2012;2481,00;21/02/2012;696,15;21/02/2012;408,75;21/02/2012;320,60;21/02/2012;494,21;21/02/2012;1562,38;21/02/2012;2702,87;21/02/2012;550,50;21/02/2012;216,00;21/02/2012;121,80;21/02/2012;799,50;21/02/2012;2758,43;21/02/2012;1291,00;21/02/2012;690,00;21/02/2012;274,19;21/02/2012;626,50;21/02/2012;145,78;22/02/2012;109,53;21/02/2012;1223,00;21/02/2012;195,90;21/02/2012;303,80;21/02/2012;1942,00;21/02/2012;295,70;21/02/2012;2767,00;21/02/2012;321,48;21/02/2012;1047,00;21/02/2012;1218,00;21/02/2012;504,21;21/02/2012;477,30;21/02/2012;728,53;21/02/2012;277,50;21/02/2012;79,55;21/02/2012;599,50;21/02/2012;295,00;21/02/2012;306,00;21/02/2012;1528,00;21/02/2012;339,43;21/02/2012;271,66
22/02/2012;5916,60;22/02/2012;575,60;22/02/2012;496,95;22/02/2012;3133,00;22/02/2012;1425,33;22/02/2012;2838,00;22/02/2012;1500,50;22/02/2012;216,66;22/02/2012;3662,50;22/02/2012;2089,00;22/02/2012;608,07;22/02/2012;35,42;22/02/2012;1946,42;22/02/2012;3420,90;22/02/2012;2248,00;22/02/2012;220,96;22/02/2012;653,92;22/02/2012;2477,00;22/02/2012;698,36;22/02/2012;399,51;22/02/2012;324,90;22/02/2012;489,61;22/02/2012;1550,48;22/02/2012;2696,40;22/02/2012;549,00;22/02/2012;215,00;22/02/2012;120,50;22/02/2012;802,00;22/02/2012;2753,87;22/02/2012;1297,00;22/02/2012;688,50;22/02/2012;275,05;22/02/2012;629,00;22/02/2012;144,67;23/02/2012;107,80;22/02/2012;1222,00;22/02/2012;194,20;22/02/2012;294,32;22/02/2012;1903,00;22/02/2012;293,50;22/02/2012;2728,00;22/02/2012;321,90;22/02/2012;1066,00;22/02/2012;1217,00;22/02/2012;499,33;22/02/2012;472,00;22/02/2012;717,33;22/02/2012;276,80;22/02/2012;79,20;22/02/2012;599,00;22/02/2012;295,30;22/02/2012;304,90;22/02/2012;1531,00;22/02/2012;333,89;22/02/2012;268,43
